abruptly,"adv.突然地"
judgement,"n.判断,决定"
private,"adj.私人的"
cozy,"adj.舒适的"
mill,"n.工厂"
enable,"v.使能够……"
laborious,"adj.费力的"
delight,"n.高兴"
scale,"n.规模,比例"
amusing,"adj.有趣的,好玩儿的"
panic,"adj.恐慌的"
consciousness,"n.意识"
statistics,"n.统计学;数据"
bride,"n.新娘"
absent,"adj.缺席的"
annoy,"v.使反感,厌烦"
insist,"v.主张,坚持"
forefinger,"n.食指"
bow,"v.鞠躬"
gesture,"n.手势,姿势"
harvest,"n.丰收,收获"
sticky,"adj.粘的"
resistance,"n.抵制,抵抗力"
bacteria,"n.细菌"
particle,"n.微粒"
gum,"n.牙龈"
resemble,"v.像,相似"
trace,"n.痕迹"
discrimination,"n.歧视"
pointless,"adj.无意义的"
rental,"n.租"
indifferent,"adj.冷漠的"
reflect,"v.反映"
liberation,"n.解放"
option,"n.选择"
initially,"adv.最初,起初"
attribute,"v.归因于"
accelerate,"v.加速"
sphere,"n.球体,范围"
widespread,"adj.普遍的,广泛的"
transform,"v.改变"
immeasurable,"adj.无法估量的"
contaminate,"v.污染,弄脏"
territory,"n.领土,领域"
virtual,"adj.虚拟的"
invariably,"adv.不变地,一直"
long,"v.渴望"
welfare,"n.福利"
lessen,"v.减少"
unrest,"n.不安定,动荡"
authoritative,"adj.权威的"
neutral,"adj.中立的"
racially,"adv.种族上地"
disappointing,"adj.令人失望的"
plant,"n.工厂"
inspector,"n.检查员"
headquarter,"v.设立总部,在…设立总部"
worldwide,"adv.全世界范围地"
council,"n.议会"
clue,"n.线索"
cheat,"v.欺骗,作弊"
insult,"v.侮辱"
distress,"v.使痛苦,悲痛"
discourage,"v.使气馁,阻碍"
prosper,"v.繁荣"
retain,"v.保留,留用"
contest,"n.比赛"
proposal,"n.提议"
combination,"n.联合,结合"
promotional,"adj.促销的"
smooth,"adj.光滑的"
intense,"adj.强烈的"
irregular,"adj.不规律的"
incidence,"n.几率,发生率"
shade,"n.阴凉处"
pension,"n.养老金"
deepen,"v.使加深,加剧"
complement,"v.补充"
squeeze,"v.压,榨"
civilization,"n.文明"
extraordinary,"adj.非凡的"
poisonous,"adj.有毒的,有害的"
recycle,"v.循环,再利用"
inquire,"v.询问"
mask,"v.掩饰"
symptom,"n.症状"
plague,"v.使困扰"
twist,"v.扭曲,使弯曲"
terminal,"n.终点站,航空站"
passively,"adv.消极地"
outcome,"n.结果"
signature,"n.签名"
task,"n.任务,工作"
convincing,"adj.令人信服的"
downsize,"v.裁员"
foreseeable,"adj.可以预见的"
status,"n.地位"
preferentially,"adv.优先地"
source,"n.来源"
riot,"n.暴乱"
grain,"n.谷物,粮食"
retailer,"n.零售商"
amaze,"v.使吃惊"
origin,"n.起源"
commencement,"n.毕业典礼"
innovate,"v.创新,革新"
hit,"n.成功,打击"
crucial,"adj.至关重要的"
breakthrough,"n.突破"
exile,"n.流放,放逐"
element,"n.元素,要素"
interpretation,"n.阐释,说明"
accustom,"v.使习惯"
superficial,"adj.肤浅的"
respectively,"adv.各自地"
fundamentally,"adv.根本上"
cruelty,"n.残暴,残酷"
govern,"v.管理,支配"
hinder,"v.阻碍"
undervalue,"v.低估"
evaluation,"n.评价,评估"
define,"v.下定义,确定"
backslide,"n&v.倒退,退步"
offense,"n.过错,犯罪"
convict,"v.证明…有罪"
marginalize,"v.边缘化,排斥"
desert,"v.抛弃"
sentence,"v&n.判决"
reserve,"v.留出,预定"
penalty,"n.惩罚"
logically,"adv.合乎情理地,符合逻辑地"
abundant,"adj.大量的,丰富的"
overstate,"v.夸张,夸大"
snack,"n.零食,小吃"
via,"prep.通过"
fade,"v.逐渐消失"
resistant,"adj.抵抗的,抵制的"
theory,"n.理论"
protest,"v.抗议"
reject,"v.拒绝,驳回"
flaw,"n.缺点,错误"
seemingly,"adv.表面上看"
objection,"n.反对"
fancy,"adj.华丽的,别致的"
hub,"n.中心"
incomparable,"adj.无比的,无可匹敌的"
incentive,"n.动机,刺激"
startup,"n.启动,开办"
reproduce,"v.复制,再生"
distinct,"adj.明显的;有区别的"
stake,"n.风险"
moral,"adj.精神上的,道德的"
opponent,"n.对手"
explicitly,"adv.直接地,明确地"
rival,"n.对手"
confrontation,"n.冲突,对抗"
stale,"adj.乏味的,没有新意的"
reinforce,"v.加强,强化"
ring,"n.拳击台"
attendance,"n.出席,到场"
flow,"n&v.流动"
mood,"n.心情"
mutually,"adv.互相地"
review,"n&v.回顾;复习"
elegant,"adj.优雅的"
hospitable,"adj.热情友好的"
constitute,"v.组成"
programmer,"n.程序设计员"
sophisticated,"adj.复杂的;世故的"
ignorant,"adj.无知的"
imitate,"v.模仿"
trigger,"v.引发,引起"
code,"n.代码,密码"
investigate,"v.调查"
outgoing,"adj.开朗的;外出的"
evolution,"n.演变,进化"
resourceful,"adj.机智的;资源丰富的"
myth,"n.神话"
legend,"n.传奇"
philosopher,"n.哲学家"
concrete,"adj.具体的"
emerge,"v.出现"
stir,"v.搅动;煽动,激起"
senior,"n.老年人"
nutritious,"adj.营养的"
expert,"adj.熟练的,内行的"
carpenter,"n.木匠"
dampen,"v.抑制"
grant,"v.授予;允许"
security,"n.安全,安保"
steep,"adj.急剧升/降的;陡峭的"
implementation,"n.实现,履行"
weaken,"v.减少,减弱"
puzzle,"n&v.迷惑"
memorize,"v.熟记,牢记"
cater,"v.迎合"
a,"art.一(个);每一(个)"
abandon,"v.丢弃;放弃,抛弃"
ability,"n.能力;能耐,本领"
able,"adj.有能力的;出色的"
abnormal,"adj.不正常的;变态的"
aboard,"adv.在船(车)上;上船"
about,"prep.关于;在…周围"
above,"prep.在…上面;高于"
abroad,"adv.(在)国外;到处"
absence,"n.缺席,不在场;缺乏"
absent,"adj.不在场的;缺乏的"
absolute,"adj.绝对的;纯粹的"
absolutely,"adv.完全地;绝对地"
absorb,"v.吸收;使专心"
abstract,"adj.抽象的;n.摘要"
abundant,"adj.丰富的;大量的"
abuse,"v.滥用;虐待;n.滥用"
academic,"adj.学院的;学术的"
academy,"n.私立中学;专科院校"
accelerate,"v.(使)加快;促进"
acceleration,"n.加速;加速度"
accent,"n.口音,腔调;重音"
accept,"v.接受;同意"
acceptable,"adj.可接受的,合意的"
acceptance,"n.接受,验收;承认"
access,"n.接近;通道,入口"
accessary,"n.同谋,从犯"
accident,"n.意外的;事故"
accidental,"adj.偶然的;非本质的"
accommodate,"v.容纳;供应,供给"
accommodation,"n.招待设备;预定铺位"
accompany,"v.陪伴,陪同;伴随"
accomplish,"v.达到(目的);完成"
accord,"v.使一致;给予"
accordance,"n.一致;和谐;授予"
accordingly,"adv.因此,所以;照着"
account,"n.记述;解释;帐目"
accumulate,"v.积累;v.堆积"
accuracy,"n.准确(性);准确度"
accurate,"adj.准确的,正确无误的"
accuse,"v.指责;归咎于"
accustom,"v.使习惯"
accustomed,"adj.惯常的;习惯的"
ache,"v.痛;想念;n.疼痛"
achieve,"v.完成,实现;达到"
achievement,"n.完成;成就,成绩"
acid,"n.酸;酸的,酸性的"
acquaintance,"n.认识;了解;熟人"
acquire,"v.取得;获得;学到"
acre,"n.英亩(=607亩)"
across,"prep.横过;在…对面"
act,"v.行动;见效;n.行为"
action,"n.行动;作用;功能"
active,"adj.活跃的;积极的"
activity,"n.活动;活力;行动"
actor,"n.男演员;演剧的人"
actress,"n.女演员"
actual,"adj.实际的;现行的"
actually,"adv.实际上;竟然"
acute,"adj.尖的,锐的;敏锐的"
ad,"n.广告"
adapt,"v.使适应;改编"
add,"v.添加,附加,掺加"
addition,"n.加,加法;附加物"
additional,"adj.附加的,追加的"
address,"n.地址;演说;谈吐"
adequate,"adj.足够的;可以胜任的"
adjective,"n.形容词;adj.形容词的"
adjust,"v.调整,调节;校正"
administration,"n.管理;管理部门"
admire,"v.钦佩,羡慕,赞赏"
admission,"n.允许进入;承认"
admit,"v.承认;准许…进入"
adopt,"v.收养;采用;采取"
adult,"n.成年人;adj.成年的"
advance,"v.前进;提高;n.进展"
advanced,"adj.先进的;高级的"
advantage,"n.优点,优势;好处"
adventure,"n.冒险;惊险活动"
adverb,"n.副词"
advertisement,"n.广告;公告;登广告"
advice,"n.劝告;忠告;意见"
advisable,"n.明智的;可取的"
advise,"v.劝告;建议;通知"
aeroplane,"n.飞机"
affair,"n.事情,事件;事务"
affect,"v.影响;感动"
affection,"n.慈爱,爱;爱慕"
afford,"v.担负得起…;提供"
afraid,"adj.害怕的;担心的"
Africa,"n.非洲"
African,"adj.非洲的;n.非洲人"
after,"prep.在…以后;次于"
afternoon,"n.下午,午后"
afterward,"adv.后来,以后"
again,"adv.又一次;而且"
against,"prep.倚在;逆,对着"
age,"n.年龄;时代;v.变老"
agency,"n.经办;代理;代理处"
agent,"n.代理人,代理商"
aggressive,"adj.侵略的;好斗的"
ago,"adv.以前"
agony,"n.极度痛苦"
agree,"v.同意;持相同意见"
agreement,"n.协定,协议;同意"
agriculture,"n.农业,农艺;农学"
ahead,"adv.在前;向前;提前"
aid,"n.帮助,救护;助手"
aim,"v.瞄准,针对;致力"
air,"n.空气;空中;外观"
aircraft,"n.飞机,飞行器"
airline,"n.航空公司;航线"
airplane,"n.飞机"
airport,"n.机场,航空站"
alarm,"n.惊恐,忧虑;警报"
alcohol,"n.酒精,乙醇"
alike,"adj.同样的,相同的"
alive,"adj.活着的;活跃的"
all,"adj.全部的;prep.全部"
allow,"v.允许,准许;任"
alloy,"n.合金;(金属的)成色"
almost,"adv.几乎,差不多"
alone,"adj.单独的;adv.单独地"
along,"prep.沿着;adv.向前"
aloud,"adv.出声地,大声地"
alphabet,"n.字母表,字母系统"
already,"adv.早已,已经"
also,"adv.亦,也;而且,还"
alter,"v.改变,变更;改做"
alternative,"n.替换物;取舍,抉择"
although,"conj.尽管,虽然"
altitude,"n.高,高度;高处"
altogether,"adv.完全;总而言之"
aluminium,"n.铝"
always,"adv.总是,一直;永远"
amaze,"v.使惊奇,使惊愕"
ambition,"n.雄心,抱负,野心"
ambulance,"n.救护车;野战医院"
America,"n.美洲;美国"
American,"adj.美洲的;n.美国人"
among,"prep.在…之中"
amongst,"prep.在…之中(=among)"
amount,"n.总数;数量;和"
ampere,"n.安培"
amplify,"v.放大,增强;扩大"
amuse,"v.逗…乐;给…娱乐"
analyse,"v.分析,分解,解析"
analysis,"n.分析,分解,解析"
ancestor,"n.祖宗,祖先"
anchor,"n.锚;v.抛锚,停泊"
ancient,"adj.古代的,古老的"
and,"conj.和,又,并,则"
angel,"n.天使,神差,安琪儿"
anger,"n.怒,愤怒;v.使发怒"
angle,"n.角,角度"
angry,"adj.愤怒的,生气的"
animal,"n.动物,兽;adj.动物的"
ankle,"n.踝,踝节部"
announce,"v.宣布,宣告,发表"
announcer,"n.宣告者;播音员"
annoy,"v.使恼怒;打搅"
annual,"adj.每年的;n.年报"
another,"adj.再一个的;别的"
answer,"v.回答;响应;适应"
ant,"n.蚂蚁"
anticipate,"v.预料,预期,期望"
anxiety,"n.焦虑,忧虑;渴望"
anxious,"adj.忧虑的;渴望的"
any,"adj.什么,一些;任何的"
anybody,"prep.任何人"
anyhow,"adv.无论如何"
anyone,"pron.任何人"
anything,"pron.任何事物;一切"
anyway,"adv.无论如何"
anywhere,"adv.在什么地方"
apart,"adv.相隔;分开;除去"
apartment,"n.一套公寓房间"
apologize,"v.道歉,谢罪,认错"
apology,"n.道歉,认错,谢罪"
apparatus,"n.器械,仪器;器官"
apparent,"adj.表面上的;明显的"
appeal,"vi&n.呼吁;申述"
appear,"v.出现;来到;似乎"
appearance,"n.出现,来到;外观"
appetite,"n.食欲,胃口;欲望"
apple,"n.苹果,苹果树"
appliance,"n.用具,器具,器械"
applicable,"adj.能应用的;适当的"
application,"n.请求,申请;施用"
apply,"v.应用,实施,使用"
appoint,"v.任命,委任;约定"
appointment,"n.任命;约定,约会"
appreciate,"v.欣赏;领会;感谢"
approach,"v.向…靠近;n.靠近"
appropriate,"adj.适当的,恰当的"
approval,"n.赞成,同意;批准"
approve,"v.赞成,称许;批准"
approximate,"adj.近似的;v.近似"
approximately,"adv.近似地,大约"
April,"n.四月"
Arabian,"adj.阿拉伯的"
arbitrary,"adj.随心所欲的;专断的"
architecture,"n.建筑学;建筑式样"
area,"n.面积;地区;领域"
argue,"v.争论,争辩,辩论"
argument,"n.争论,辩论;理由"
arise,"v.出现;由…引起"
arithmetic,"n.算术,四则运算"
arm,"n.臂;臂状物;武器"
army,"n.军队;陆军"
around,"prep.在…周围"
arouse,"v.引起,唤起;唤醒"
arrange,"v.筹备;整理;调解"
arrangement,"n.整理,排列;安排"
arrest,"v.逮捕,拘留;阻止"
arrival,"n.到达;到来;到达者"
arrive,"v.到达;来临;达到"
arrow,"n.箭;箭状物"
art,"n.艺术,美术;技术"
article,"n.文章;条款;物品"
artificial,"adj.人工的;娇揉造作的"
artist,"n.艺术家,美术家"
artistic,"adj.艺术的;艺术家的"
as,"conj.当…的时候"
ash,"n.灰,灰末;骨灰"
ashamed,"adj.惭愧(的);羞耻(的)"
Asia,"n.亚洲"
Asian,"adj.亚洲的;n.亚洲人"
aside,"adv.在旁边,到旁边"
ask,"v.问;要求;邀请"
asleep,"adj.睡着的,睡熟的"
aspect,"n.方面;样子,外表"
assemble,"v.集合,召集;装配"
assembly,"n.集合;集会;装配"
assess,"v.对(财产等)估价"
assign,"v.指派;分配;指定"
assignment,"n.任务,指定的作业"
assist,"v.援助,帮助;搀扶"
assistant,"n.助手,助理;助教"
associate,"v.交往;n.伙伴,同事"
association,"n.协会,团体;联合"
assume,"v.假定;承担;呈现"
assure,"v.使确信;向…保证"
astonish,"v.使惊讶,使吃惊"
astronaut,"n.宇宙航行员,宇航员"
at,"prep.在…里;在…时"
athlete,"n.运动员;田径运动员"
Atlantic,"adj.大西洋的;n.大西洋"
atmosphere,"n.大气;空气;气氛"
atmospheric,"adj.大气的;大气层的"
atom,"n.原子;微粒;微量"
atomic,"adj.原子的;原子能的"
attach,"v.缚,系,贴;附加"
attack,"vt&vi&n.攻击,进攻"
attain,"v.达到,获得,完成"
attempt,"v.尝试,试图;n.企图"
attend,"v.出席;照顾,护理"
attention,"n.注意,留心;注意力"
attentive,"adj.注意的;有礼貌的"
attitude,"n.态度,看法;姿势"
attract,"v.吸引;引起,诱惑"
attraction,"n.吸引;吸引力;引力"
attractive,"adj.有吸引力的"
attribute,"v.把…归因于;n.属性"
audience,"n.听众,观众,读者"
August,"n.八月"
aunt,"n.伯母,婶母,姑母"
aural,"adj.耳的,听觉的"
Australia,"n.澳大利亚"
Australian,"adj.澳大利亚的"
author,"n.作者,作家"
authority,"n.当局,官方;权力"
auto,"n.(口语)汽车"
automatic,"adj.自动的;机械的"
automation,"n.自动,自动化"
automobile,"n.汽车,机动车"
autumn,"n.秋,秋季"
auxiliary,"adj.辅助的;附属的"
available,"adj.可利用的;通用的"
avenue,"n.林荫道,道路;大街"
average,"n.平均数;adj.平均的"
aviation,"n.航空,航空学"
avoid,"v.避免,躲开;撤消"
await,"v.等候,期待"
awake,"adj.醒着的;v.唤醒"
award,"n.奖,奖品;判定"
aware,"adj.知道的,意识到的"
away,"adv.离开,远离;…去"
awful,"adj.令人不愉快的"
awfully,"adv.令人畏惧的;很"
awkward,"adj.笨拙的;尴尬的"
ax,"n.斧子"
axis,"n.轴,轴线;中心线"
baby,"n.婴儿;孩子气的人"
back,"adv.在后;回原处;回"
background,"n.背景,后景,经历"
backward,"adj.向后的;倒的;adv.倒"
bacteria,"n.细菌"
bad,"adj.坏的,恶的;严重的"
badly,"adv.坏,差;严重地"
badminton,"n.羽毛球"
bag,"n.袋,包,钱包,背包"
baggage,"n.行李"
bake,"v.烤,烘,焙;烧硬"
balance,"v.使平衡;称;n.天平"
ball,"n.球,球状物;舞会"
balloon,"n.气球,玩具气球"
banana,"n.香蕉;芭蕉属植物"
band,"n.乐队;带;波段"
bang,"n.巨响,枪声;猛击"
bank,"n.银行;库;岩,堤"
banner,"n.旗,旗帜,横幅"
bar,"n.酒吧间;条,杆;栅"
barber,"n.理发师"
bare,"adj.赤裸的;仅仅的"
bargain,"n.交易;v.议价;成交"
bark,"n.吠叫声;vi.吠,叫"
barn,"n.谷仓;牲口棚"
barrel,"n.桶;圆筒;枪管"
barrier,"n.栅栏,屏障;障碍"
base,"n.基础,底层;基地"
basic,"adj.基本的,基础的"
basically,"adv.基本上"
basin,"n.盆,洗脸盆;盆地"
basis,"n.基础,根据"
basket,"n.篮,篓,筐"
basketball,"n.篮球;篮球运动"
bat,"n.球拍;短棍;蝙蝠"
bath,"n.浴,洗澡;浴缸"
bathe,"v.给…洗澡;弄湿"
bathroom,"n.浴室;盥洗室"
battery,"n.电池;一套,一组"
battle,"n.战役;斗争;v.作战"
bay,"n.湾;山脉中的凹处"
be,"aux.v&vi是,在,做"
beach,"n.海滩,湖滩,河滩"
beam,"n.梁;横梁;束,柱"
bean,"n.豆,蚕豆"
bear,"n.熊;粗鲁的人"
beard,"n.胡须,络腮胡子"
beast,"n.兽,野兽;牲畜"
beat,"vt&vi.打,敲;打败"
beautiful,"adj.美的,美丽的"
beauty,"n.美,美丽;美人"
because,"conj.由于,因为"
become,"v.变成;成为,变得"
bed,"n.床,床位;圃;河床"
bee,"n.蜂,密蜂;忙碌的人"
beef,"n.牛肉;菜牛"
beer,"n.啤酒"
before,"prep.在…以前;向…"
beg,"vt&vi.乞求;请求"
beggar,"n.乞丐,穷人"
begin,"v.开始;v.开始"
beginner,"n.初学者,生手"
beginning,"n.开始,开端;起源"
behalf,"n.利益,维护,支持"
behave,"v.表现,举止;运转"
behavior,"n.行为,举止,态度"
behind,"prep.在…后面"
being,"n.存在;生物;生命"
belief,"n.信任,相信;信念"
believe,"v.相信;认为"
bell,"n.钟,铃,门铃;钟声"
belong,"v.属于,附属"
beloved,"adj.为…的爱的;n.爱人"
below,"prep.在…下面(以下)"
belt,"n.带,腰带;皮带;区"
bench,"n.长凳,条凳;工作台"
bend,"v.使弯曲;v.弯曲"
beneath,"prep.在…下方"
beneficial,"adj.有利的,有益的"
benefit,"n.利益;恩惠;津贴"
berry,"n.浆果(如草莓等)"
beside,"prep.在…旁边"
besides,"adv.而且prep除…之外"
best,"adj.最好的;最大的"
bet,"vt&vi&n.打赌"
betray,"v.背叛;辜负;泄漏"
better,"adj.较好的;adv.更好地"
between,"prep.在…中间"
beyond,"prep.在…的那边"
Bible,"n.基督教《圣经》"
bicycle,"n.自行车,脚踏车"
big,"adj.大的,巨大的"
bike,"n.自行车;v.骑自行车"
bill,"n.账单;招贴;票据"
billion,"num.万亿(英)"
bind,"v.捆绑;包扎;装钉"
biology,"n.生物学;生态学"
bird,"n.鸟,禽"
birth,"n.分娩,出生;出身"
birthday,"n.生日,诞生的日期"
biscuit,"n.(英)饼干;(美)软饼"
bit,"n.一点,一些,小片"
bite,"v.咬,叮,螫;剌穿"
bitter,"adj.痛苦的;严寒的"
bitterly,"adv.苦苦地;悲痛地"
black,"adj.黑色的;黑暗的"
blackboard,"n.黑板"
blade,"n.刀刃,刀片;叶片"
blame,"v.责备,把…归咎于"
blank,"adj.空白的;n.空白"
blanket,"n.毛毯,毯子,羊毛毯"
blast,"n.爆炸,冲击波;v.炸"
blaze,"n.火;闪光;v.燃烧"
bleed,"v.出血,流血;泌脂"
blend,"vt&vi&n.混和"
bless,"v.为…祝福"
blind,"adj.瞎的;盲目的"
block,"n.街区;v.堵塞,拦阻"
blood,"n.血,血液;血统"
bloom,"n.花;开花,开花期"
blossom,"n.花,开花;v.开花"
blow,"v.吹,吹动;吹响"
blue,"adj.蓝色的;n.蓝色"
board,"n.板;v.上(船、车等)"
boast,"v.自夸;v.吹嘘"
boat,"n.小船,艇;渔船"
body,"n.身体;主体;尸体"
boil,"v.沸腾;汽化vt煮沸"
bold,"adj.大胆的;冒失的"
bolt,"n.螺栓;插销;v.闩门"
bomb,"n.炸弹;v.轰炸"
bond,"n.联结,联系;公债"
bone,"n.骨,骨骼"
book,"n.书,书籍;v.预定"
boot,"n.靴子,长统靴"
booth,"n.货摊;公用电话亭"
border,"n.边,边缘;边界"
bore,"v.使厌烦;钻,挖"
born,"adj.天生的;出生的"
borrow,"v.借,借用,借人"
bosom,"n.胸,胸部;内心"
boss,"n.老板,上司;v.指挥"
both,"pron.两者(都)"
